"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
brief;182750;;"Ultra-sensitive cold atom quantum sensors to advance geophysics and computing";;"An EU-funded project has contributed to revolutionising underground mapping, assessment of seismic activity and computing with cold atom technology.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:09:04";http://cordis.europa.eu/result/rcn/182750_en.html
brief;182750;;"Des capteurs quantiques ultra-sensibles à base d'atomes froids pour faire avancer la géophysique et l'informatique";;"Un projet financé par l'UE a utilisé des atomes froids pour révolutionner la cartographie souterraine, l'évaluation de l'activité sismique, et l'informatique.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-05-12 17:09:11";http://cordis.europa.eu/result/rcn/182750_fr.html
brief;182750;;"Ultraczułe czujniki kwantowe na bazie zimnych atomów szansą na postępy w geofizyce i przetwarzaniu danych";;"Finansowany ze środków UE projekt przyczynił się do zrewolucjonizowania tworzenia podziemnych map, oceny aktywności sejsmicznej oraz obliczeń przeprowadzanych przy użyciu technologii na bazie zimnych atomów.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-05-12 17:09:18";http://cordis.europa.eu/result/rcn/182750_pl.html
brief;182750;;"Sensori quantici ad atomi freddi ultra sensibili per il progresso della geofisica e dell’informatica";;"Un progetto finanziato dall’UE ha contribuito a rivoluzionare la mappatura sotterranea, la valutazione dell’attività sismica e l’informatica con la tecnologia degli atomi freddi.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-05-12 17:09:15";http://cordis.europa.eu/result/rcn/182750_it.html
brief;182750;;"Ultrasensitive Kaltatom-Quantensensoren für Fortschritte in der Geophysik und Informatik";;"Ein EU-finanziertes Projekt hat aufgrund der Kaltatom-Technologie einen Beitrag für eine Revolutionierung der Untergrundkartierung, der Bewertung seismischer Aktivitäten und der Informatik geleistet.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-05-12 17:09:00";http://cordis.europa.eu/result/rcn/182750_de.html
brief;182749;;"Medición de campos magnéticos a escala nanométrica";;"Gracias a fondos europeos, unos científicos están desarrollando un novedoso magnetómetro capaz de medir hasta la escala atómica, lo que allana el camino para lograr avances notables en numerosos campos científicos.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:08:44";http://cordis.europa.eu/result/rcn/182749_es.html
brief;182749;;"Measuring magnetic fields down to the nanometre";;"EU-funded scientists develop novel magnetometer that can measure down to the atomic scale, paving the way for significant advances in many scientific fields.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:08:41";http://cordis.europa.eu/result/rcn/182749_en.html
brief;182749;;"Mesurer des champs magnétiques à l'échelle nanométrique";;"Des scientifiques financés par l'UE ont conçu un nouveau magnétomètre capable de mesures jusqu'à l'échelle atomique, ouvrant ainsi la voie à des progrès notables dans de nombreux domaines scientifiques.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-05-12 17:08:49";http://cordis.europa.eu/result/rcn/182749_fr.html
brief;182749;;"Pomiary pól magnetycznych z dokładnością do nanometra";;"Naukowcy korzystający ze środków unijnych opracowują innowatorski magnetometr, który wykonuje pomiary w skali atomowej, torując drogę ważnym postępom w wielu dziedzinach naukowych.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-05-12 17:08:56";http://cordis.europa.eu/result/rcn/182749_pl.html
brief;182749;;"Misurare i campi magnetici fino alla scala nanometrica";;"Scienziati finanziati dall’UE hanno sviluppato un nuovo magnetometro che è in grado di effettuare misurazioni fino alla scala atomica, aprendo la strada a progressi significativi in molti campi scientifici.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-05-12 17:08:52";http://cordis.europa.eu/result/rcn/182749_it.html
brief;182749;;"Magnetfelder bis auf den Nanometerbereich messen";;"EU-finanzierte Wissenschaftler entwickeln neuartige Magnetometer, die Messungen bis auf die atomare Ebene möglich machen. Hierdurch wird der Weg für wesentliche Fortschritte in zahlreichen Wissenschaftsgebieten geebnet.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-05-12 17:08:35";http://cordis.europa.eu/result/rcn/182749_de.html
brief;182755;;"Las posibilidades comerciales de los dispositivos cuánticos conectables";;"Una nueva tecnología óptica integrada inscrita con láser ha dado lugar a dispositivos conectables con una buena relación entre el coste y el rendimiento que podrían dar lugar a una nueva generación de computación y comunicaciones cuánticas.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:15:54";http://cordis.europa.eu/result/rcn/182755_es.html
brief;182755;;"Commercial possibilities for quantum plug-in devices";;"New laser-written integrated optic technology has led to the development of cost-effective plug-in devices that could drive the next generation of secure quantum communications and computation.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:15:49";http://cordis.europa.eu/result/rcn/182755_en.html
brief;182755;;"Des possibilité commerciales pour des dispositifs quantiques connectables";;"Une nouvelle technique d'optique intégrée, gravée par laser, a conduit à des dispositifs connectables économiques, susceptibles de soutenir la prochaine génération de calculs et de communications quantiques sécurisés.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-05-12 17:15:58";http://cordis.europa.eu/result/rcn/182755_fr.html
brief;182755;;"Komercyjne możliwości tworzenia urządzeń kwantowych gotowych do instalacji";;"Nowe technologie litografii laserowej układów optycznych umożliwiły opracowanie niedrogich urządzeń kwantowych, które mogą stanowić zapowiedź nowej ery bezpiecznej komunikacji kwantowej i obliczeń kwantowych.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-05-12 17:16:05";http://cordis.europa.eu/result/rcn/182755_pl.html
brief;182755;;"Possibilità commerciali per i dispositivi quantici plug-in";;"Una nuova tecnologia ottica integrata scritta a laser ha portato allo sviluppo di dispositivi plug-in economicamente convenienti che potrebbero guidare la prossima generazione di comunicazioni e calcolo quantici sicuri.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-05-12 17:16:02";http://cordis.europa.eu/result/rcn/182755_it.html
brief;182755;;"Kommerzielle Möglichkeiten für Quanten-Plug-in-Geräte";;"Neue lasergeschriebene integrierte optische Technologie hat zur Entwicklung von kostengünstigen Plug-in-Geräten geführt, welche eine nächste Generation der sicheren Quantenkommunikation und -informationsverarbeitung auf den Weg bringen könnten.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-05-12 17:15:43";http://cordis.europa.eu/result/rcn/182755_de.html
brief;182747;;"Las impresionantes posibilidades futuras de la luz BSV";;"La luz obtenida mediante la técnica de BSV (Bright Squeezed Vacuum) presenta innumerables posibilidades en campos como la imagen microscópica, las comunicaciones y la medición.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:07:31";http://cordis.europa.eu/result/rcn/182747_es.html
brief;182747;;"Dazzling future of possibilities for Bright Squeezed Vacuum light";;"Bright squeezed vacuum (BSV) light offers huge potential in fields such as microscopic imaging, communication and measurement.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:07:12";http://cordis.europa.eu/result/rcn/182747_en.html
brief;182747;;"Un avenir prometteur pour la lumière Bright Squeezed Vacuum";;"La lumière Bright squeezed vacuum (BSV, un faisceau lumineux assez brillant, resserré en amplitude ou en phase, avec une amplitude moyenne nulle) dispose d'un grand potentiel dans des domaines comme l'imagerie microscopique, la communication et les mesures.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-05-12 17:07:36";http://cordis.europa.eu/result/rcn/182747_fr.html
brief;182747;;"Olśniewająca przyszłość światła jasnej ściśniętej próżni";;"Światło jasnej ściśniętej próżni (JSP) oferuje ogromne możliwości w obszarze obrazowania mikroskopowego, komunikacji i pomiarów.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-05-12 17:07:44";http://cordis.europa.eu/result/rcn/182747_pl.html
brief;182747;;"Un luminoso futuro di possibilità per la luce brillante spremuta nel vuoto";;"La luce brillante spremuta nel vuoto (Bright squeezed vacuum, BSV) offre enormi potenzialità in settori quali l’imaging microscopico, le comunicazioni e le misurazioni.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-05-12 17:07:40";http://cordis.europa.eu/result/rcn/182747_it.html
brief;182747;;"Eine blühende Zukunft für Möglichkeiten im Bereich von Bright-Squeezed-Vacuum-Licht";;"BSV (Bright-Squeezed-Vacuum, z. Dt.: helles gequetschtes Vakuum)-Licht weist ein enormes Potenzial für Gebiete wie die mikroskopische Bildgebung, Kommunikation und Messung auf.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-05-12 17:07:00";http://cordis.europa.eu/result/rcn/182747_de.html
brief;182751;;"Nanopartículas innovadoras, óptica y tecnología de ondas de materia establecen nuevas fronteras en la ciencia cuántica";;"El proyecto NANOQUESTFIT, financiado por la Unión Europea, ha dado pasos de gigante en el prometedor campo de la óptica cuántica.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:14:25";http://cordis.europa.eu/result/rcn/182751_es.html
brief;182751;;"Innovative nanoparticles, optics and matter-wave technology chart new frontiers for quantum science";;"The EU-funded NANOQUESTFIT project has made big leaps in the promising field of quantum optics.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:14:20";http://cordis.europa.eu/result/rcn/182751_en.html
brief;182751;;"Des techniques innovantes dans les nanoparticules, l'optique et les ondes-matière, qui repoussent les limites du monde quantique";;"Le projet NANOQUESTFIT, financé par l'UE, a réalisé des progrès majeurs dans le domaine prometteur de l'optique quantique.";FP7-ICT;;;fr;de,en,es,fr,it,pl;"2016-05-12 17:14:29";http://cordis.europa.eu/result/rcn/182751_fr.html
brief;182751;;"Innowacyjne nanocząstki oraz technologia optyczna i fal materii wytyczają nowe granice w nauce kwantowej";;"Finansowany ze środków UE projekt NANOQUESTFIT umożliwił znaczące postępy w dziedzinie optyki kwantowej.";FP7-ICT;;;pl;de,en,es,fr,it,pl;"2016-05-12 17:14:37";http://cordis.europa.eu/result/rcn/182751_pl.html
brief;182751;;"Nanoparticelle innovative, ottica e tecnologia onda-materia tracciano nuove frontiere per la scienza quantistica";;"Il progetto NANOQUESTFIT, finanziato dall’UE, ha compiuto dei grandi passi in avanti nel promettente campo dell’ottica quantistica.";FP7-ICT;;;it;de,en,es,fr,it,pl;"2016-05-12 17:14:33";http://cordis.europa.eu/result/rcn/182751_it.html
brief;182751;;"Innovative Nanoteilchen, Optik und Materiewellen-Technologie lassen neue Grenzen für die Quantenwissenschaft erkennen";;"Das EU-finanzierte Projekt NANOQUESTFIT hat auf dem vielversprechenden Gebiet der Quantenoptik große Fortschritte erzielt.";FP7-ICT;;;de;de,en,es,fr,it,pl;"2016-05-12 17:14:11";http://cordis.europa.eu/result/rcn/182751_de.html
brief;182754;;"Nuevas herramientas de medición precisa basadas en principios cuánticos";;"Un proyecto financiado en virtud de la actividad de Tecnologías Futuras y Emergentes (TFE) estudió, puso en práctica y caracterizó un tipo nuevo de interferómetros, contribuyendo así en gran medida al progreso de los dispositivos de medición precisa basados en principios cuánticos.";FP7-ICT;;;es;de,en,es,fr,it,pl;"2016-05-12 17:15:22";http://cordis.europa.eu/result/rcn/182754_es.html
brief;182754;;"Novel quantum-based precision measurement tools";;"A FET-funded project has studied, implemented and characterised a new class of interferometers, making a substantial contribution to the development of advanced quantum-based precision measurement devices.";FP7-ICT;;;en;de,en,es,fr,it,pl;"2016-05-12 17:15:18";http://cordis.europa.eu/result/rcn/182754_en.html
